City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
334,Yerbogachen,RU,61.2767,108.0108,36.28,78,97,5.46,overcast clouds
335,Milyutinskaya,RU,48.6279,41.6679,50.02,59,88,9.98,overcast clouds
336,Chicama,PE,-7.8447,-79.1469,63.14,79,49,7.56,scattered clouds
337,Vostok,RU,46.4856,135.8833,39.51,49,100,9.82,overcast clouds
338,Vrangel,RU,42.7297,133.0839,42.44,78,70,4.9,broken clouds
339,Sangar,RU,63.9242,127.4739,31.91,82,89,14.99,overcast clouds
340,Cartagena,CO,10.3997,-75.5144,82.02,89,40,4.61,scattered clouds
341,Karangampel,ID,-6.4622,108.4519,81.63,79,100,8.32,moderate rain
342,Acari,PE,-15.4311,-74.6158,70.41,75,37,4.36,scattered clouds
343,Dunedin,NZ,-45.8742,170.5036,62.8,53,91,1.01,overcast clouds
344,Kamenskiy,RU,50.8855,45.488,41.41,80,66,7.52,broken clouds
345,Quatre Cocos,MU,-20.2078,57.7625,74.08,83,40,9.84,scattered clouds
346,Puerto Suarez,BO,-18.95,-57.8,84.04,40,76,3.13,broken clouds
347,Cuiluan,CN,47.72,128.648,39.29,89,92,8.55,overcast clouds
348,Mopipi,BW,-21.1833,24.8833,69.4,41,51,5.14,broken clouds
349,Nueva Gerona,CU,21.8833,-82.8,79.66,66,17,7.63,few clouds
350,Amuntai,ID,-2.4177,115.2494,77.59,89,99,2.66,overcast clouds
351,Bintulu,MY,3.1667,113.0333,81.01,89,20,2.3,few clouds
352,Vlore,AL,40.4667,19.4897,58.62,79,36,4.32,scattered clouds
353,Winkler,CA,49.1817,-97.941,39.2,93,100,17.27,moderate rain
354,Viesite,LV,56.3475,25.5551,34.72,62,84,2.3,broken clouds
355,Mweka,CD,-4.85,21.5667,67.46,99,39,1.45,light rain
356,Bitung,ID,1.4451,125.1824,85.05,78,86,5.1,overcast clouds
357,Kindu,CD,-2.95,25.95,69.39,99,99,1.7,overcast clouds
358,Puerto Escondido,MX,15.85,-97.0667,85.03,65,75,5.75,broken clouds
359,Concepcion Del Uruguay,AR,-32.4825,-58.2372,49.06,90,62,4.99,broken clouds
360,Jardim,BR,-21.4803,-56.1381,77.88,49,84,0.56,broken clouds
361,Salinopolis,BR,-0.6136,-47.3561,77.05,89,56,6.4,broken clouds
362,Moldava Nad Bodvou,SK,48.6143,20.9996,48.96,70,0,2.3,clear sky
363,Mitsamiouli,KM,-11.3847,43.2844,77.67,89,52,11.5,heavy intensity rain
364,Mayfield,US,36.7417,-88.6367,74.57,80,100,4.61,overcast clouds
365,Husavik,IS,66.0449,-17.3389,45.64,75,96,8.86,overcast clouds
366,Ganzhou,CN,28.8184,115.4327,60.22,82,100,5.23,overcast clouds
367,Tinaquillo,VE,9.9186,-68.3047,70.9,95,100,1.77,overcast clouds
368,Sayyan,YE,15.1718,44.3244,62.2,51,77,4.14,broken clouds
369,Raigarh,IN,21.9,83.4,79.59,35,90,4.34,overcast clouds
370,Simao,CN,22.7886,100.9748,63.84,81,53,1.81,broken clouds
371,Mount Isa,AU,-20.7333,139.5,80.37,50,31,14.97,scattered clouds
372,Zaporizhzhya,UA,47.8167,35.1833,45.48,64,6,7.25,clear sky
373,Moron,AR,-34.6534,-58.6198,57.96,57,82,1.3,broken clouds
374,Xuanwu,CN,32.069,118.8138,57.15,76,100,2.35,overcast clouds
375,Acala,MX,16.5667,-92.8,73.62,54,19,4.63,few clouds
376,Saldanha,ZA,-33.0117,17.9442,53.65,89,9,11.16,clear sky
377,Akyab,MM,20.15,92.9,78.85,84,20,3.11,few clouds
378,Gat,IL,31.61,34.7642,65.8,100,33,10.13,scattered clouds
379,Ust-Omchug,RU,61.15,149.6333,29.26,90,88,2.57,overcast clouds
380,Formosa,AR,-26.1775,-58.1781,66.18,88,0,5.75,clear sky
381,Prokopyevsk,RU,53.9059,86.719,50.77,40,81,5.88,broken clouds
382,Galyugayevskaya,RU,43.6969,44.9344,57.02,88,69,6.51,broken clouds
383,Tura,IN,25.5198,90.2201,67.53,93,57,1.83,broken clouds
384,Bridlington,GB,54.0831,-0.1919,51.89,86,100,5.75,light rain
385,Ushtobe,KZ,45.2514,77.9838,64.44,30,91,5.99,overcast clouds
386,De-Kastri,RU,51.4667,140.7833,36.03,79,100,0.45,overcast clouds
387,Indiaroba,BR,-11.5192,-37.5117,73.51,87,100,3.51,overcast clouds
388,Aitape,PG,-3.1374,142.3475,84.36,69,100,0.54,overcast clouds
389,Auce,LV,56.4598,22.9017,36.07,74,96,5.1,overcast clouds
390,Santa Rosalia,MX,27.3167,-112.2833,76.93,26,28,2.21,scattered clouds
391,Ostrovnoy,RU,68.0531,39.5131,14.94,92,96,9.89,overcast clouds
392,Nanortalik,GL,60.1432,-45.2371,35.67,90,100,6.24,overcast clouds
393,Bontang,ID,0.1333,117.5,78.98,85,100,1.45,overcast clouds
394,Lagunas,PE,-5.2269,-75.6753,72.86,98,66,2.37,broken clouds
395,Tapes,BR,-30.6733,-51.3958,61.86,81,98,4.79,light rain
396,Panlaitan,PH,12.1191,119.8486,84.11,73,100,15.35,overcast clouds
397,Westport,US,41.1415,-73.3579,60.57,34,0,6.91,clear sky
398,Roald,NO,62.5833,6.1333,41.76,100,47,3.44,scattered clouds
399,Nouakchott,MR,18.0858,-15.9785,71.53,70,7,15.14,clear sky
400,Kumta,IN,14.4167,74.4,80.69,81,35,4.27,scattered clouds
401,Gazanjyk,TM,39.2446,55.5154,66.02,87,100,4.23,overcast clouds
402,Mugur-Aksy,RU,50.35,90.5,45.19,28,100,4.65,overcast clouds
403,Mimongo,GA,-1.6195,11.6068,69.04,95,87,1.41,overcast clouds
404,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.86,73,90,0.43,overcast clouds
405,Sirnach,CH,47.4622,8.9976,47.8,96,99,2.98,overcast clouds
406,Jablanica,BA,43.6603,17.7617,50.13,81,49,4.0,scattered clouds
407,Fomboni,KM,-12.28,43.7425,81.0,79,38,17.74,moderate rain
408,Ahipara,NZ,-35.1667,173.1667,68.85,61,7,7.43,clear sky
409,Marsh Harbour,BS,26.5412,-77.0636,72.7,81,100,22.24,moderate rain
410,Karaton,ID,-6.3424,106.1045,74.93,94,99,1.34,overcast clouds
411,Herouville-Saint-Clair,FR,49.2109,-0.3065,49.19,87,0,2.3,clear sky
412,Surgut,RU,61.25,73.4167,26.78,79,0,0.0,clear sky
413,Bartica,GY,6.4,-58.6167,77.32,87,84,3.69,broken clouds
414,La Paz,BO,-16.5,-68.15,48.18,87,20,4.61,few clouds
415,Kimbe,PG,-5.5502,150.1429,83.66,76,100,1.03,light rain
416,Mariestad,SE,58.7097,13.8237,45.07,72,100,1.45,overcast clouds
417,Aswan,EG,24.0934,32.907,83.91,14,6,11.5,clear sky
418,Rawson,AR,-43.3002,-65.1023,49.46,61,31,19.08,scattered clouds
419,Progreso,MX,21.2833,-89.6667,78.91,78,64,12.77,broken clouds
420,Korcula,HR,42.9622,17.1369,60.91,67,0,0.36,clear sky
421,Mendoza,AR,-32.8908,-68.8272,58.53,51,0,3.44,clear sky
422,Qaqortoq,GL,60.7167,-46.0333,36.5,84,52,3.62,broken clouds
423,Marawi,PH,7.9986,124.2928,74.19,84,35,2.08,scattered clouds
424,Honiara,SB,-9.4333,159.95,85.35,69,91,2.24,overcast clouds
425,Kathmandu,NP,27.7167,85.3167,61.02,94,75,3.44,mist
426,Santiago Del Estero,AR,-27.7951,-64.2615,56.66,64,37,5.55,scattered clouds
427,Newport,GB,51.5877,-2.9984,52.45,73,100,7.25,light rain
428,Coracora,PE,-15.0333,-73.7833,51.17,79,57,0.67,broken clouds
429,Naze,JP,28.3667,129.4833,65.32,73,100,14.9,light rain
430,Tezu,IN,27.9167,96.1667,70.88,76,100,1.52,overcast clouds
431,Parana,AR,-31.732,-60.5238,57.56,76,78,5.95,broken clouds
432,Yeppoon,AU,-23.1333,150.7333,78.58,78,80,11.5,broken clouds
433,West Plains,US,36.7281,-91.8524,74.23,40,0,13.8,clear sky
434,La Cruz,MX,23.9167,-106.9,79.45,48,49,10.56,scattered clouds
435,Guerrero Negro,MX,27.9769,-114.0611,64.89,68,66,17.98,broken clouds
436,Morant Bay,JM,17.8815,-76.4093,82.02,81,20,9.82,few clouds
437,Ust-Nera,RU,64.5667,143.2,32.99,89,94,7.05,overcast clouds
438,Luanda,AO,-8.8368,13.2343,78.8,73,40,9.22,scattered clouds
439,Tateyama,JP,34.9833,139.8667,60.57,74,100,16.11,light rain
440,Mehamn,NO,71.0357,27.8492,29.17,69,99,17.11,light snow
441,Gatton,AU,-27.55,152.2833,68.94,76,100,7.07,overcast clouds
442,Haines Junction,CA,60.7522,-137.5108,44.55,42,78,9.22,broken clouds
443,Karaj,IR,35.8355,51.0103,57.72,87,0,6.91,clear sky
444,Valera,VE,9.3178,-70.6036,74.25,79,100,5.88,overcast clouds
445,Vestmannaeyjar,IS,63.4427,-20.2734,46.18,85,34,15.14,scattered clouds
446,Ryazan,RU,54.6197,39.74,31.73,70,7,3.6,clear sky
447,Tommot,RU,58.9564,126.2925,36.88,56,28,4.61,scattered clouds
448,Rio Cuarto,AR,-33.1307,-64.3499,53.47,54,0,4.61,clear sky
449,Porto Novo,BJ,6.4965,2.6036,80.1,81,50,6.17,scattered clouds
450,De Aar,ZA,-30.6497,24.0123,52.3,53,0,7.05,clear sky
451,Biak,ID,-0.9131,122.8766,79.52,80,88,3.22,overcast clouds
452,Hollister,US,36.8525,-121.4016,76.08,52,0,17.27,clear sky
453,San Lawrenz,MT,36.0553,14.204,60.85,88,84,3.0,broken clouds
454,Talnakh,RU,69.4865,88.3972,20.21,95,100,11.48,overcast clouds
455,Guane,CU,22.2025,-84.0875,76.77,74,19,6.96,few clouds
456,Tessalit,ML,20.1986,1.0114,79.29,12,0,9.4,clear sky
457,Mattru,SL,7.6244,-11.8332,77.58,87,64,1.81,broken clouds
458,Emba,KZ,48.8264,58.1442,55.09,77,100,9.89,light rain
459,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,86,0,16.11,clear sky
460,Zhanaozen,KZ,43.3,52.8,58.98,63,68,12.15,broken clouds
461,Carsamba,TR,41.1989,36.7219,59.29,94,75,6.91,mist
462,Wadena,US,46.4425,-95.1361,44.35,100,100,5.75,overcast clouds
463,Yulara,AU,-25.2406,130.9889,58.84,77,75,8.05,broken clouds
464,Tomatlan,MX,19.9333,-105.25,82.2,44,100,9.57,overcast clouds
465,Lakes Entrance,AU,-37.8811,147.981,66.16,55,77,7.16,broken clouds
466,Klaksvik,FO,62.2266,-6.589,45.52,83,45,5.46,scattered clouds
467,Gumdag,TM,39.2061,54.5906,64.35,74,97,4.72,overcast clouds
468,Barras,BR,-4.2444,-42.2944,74.57,90,94,3.83,moderate rain
469,Goderich,CA,43.7501,-81.7165,57.52,26,100,11.5,overcast clouds
470,Yuli,NG,9.6989,10.2744,82.89,56,100,6.71,light rain
471,Noumea,NC,-22.2763,166.4572,80.58,99,80,10.85,broken clouds
472,Hualmay,PE,-11.0964,-77.6139,66.31,86,75,9.6,broken clouds
473,Talaya,RU,61.3833,152.75,24.64,82,87,0.96,overcast clouds
474,Gerash,IR,27.6652,54.1371,64.54,52,0,5.77,clear sky
475,Wewak,PG,-3.5534,143.6268,83.7,73,100,3.65,overcast clouds
476,Moorhead,US,46.8739,-96.7676,44.98,93,100,14.97,mist
477,Dukat,RU,62.55,155.55,26.31,80,56,1.25,broken clouds
478,Baculin,PH,7.4525,126.5842,81.07,81,100,5.5,overcast clouds
479,Gamba,GA,-2.65,10.0,76.26,92,88,3.24,overcast clouds
480,Buzdyak,RU,54.5833,54.55,38.84,62,16,3.22,few clouds
481,Muros,ES,42.7762,-9.0603,57.16,86,17,4.27,few clouds
482,Alofi,NU,-19.0595,-169.9187,82.29,78,95,5.75,overcast clouds
483,Tungor,RU,53.3808,142.9564,32.76,99,100,3.0,overcast clouds
484,Kokkola,FI,63.8385,23.1307,34.03,88,20,2.3,few clouds
485,Pisco,PE,-13.7,-76.2167,65.01,82,0,18.41,clear sky
486,Sola,VU,-13.8833,167.55,84.87,79,100,4.61,overcast clouds
487,Kaili,ID,-3.4626,120.2147,72.86,87,67,0.65,broken clouds
488,Gisborne,NZ,-38.6533,178.0042,63.59,64,1,5.1,clear sky
489,Saint-Augustin,CA,51.226,-58.6502,38.5,90,100,16.06,overcast clouds
490,Salme,NP,28.0369,85.0942,55.69,67,100,2.46,overcast clouds
491,Panguna,PG,-6.3164,155.4848,82.63,58,99,1.32,overcast clouds
492,Constitucion,CL,-35.3333,-72.4167,52.61,69,1,9.69,clear sky
493,Kondoa,TZ,-4.9,35.7833,60.3,96,86,3.44,overcast clouds
494,Nome,US,64.5011,-165.4064,50.07,38,0,3.44,clear sky
495,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,94,20,3.47,few clouds
496,Tamandare,BR,-8.7597,-35.1047,76.86,82,100,7.85,overcast clouds
497,Sulina,RO,45.1559,29.6536,50.99,77,6,8.63,clear sky
498,Ornskoldsvik,SE,63.2909,18.7153,34.75,64,56,8.05,broken clouds
499,Kahului,US,20.8947,-156.47,82.42,65,40,18.41,scattered clouds
500,Santa Cruz,BO,-17.8,-63.1667,72.86,73,2,6.91,clear sky
501,Coihaique,CL,-45.5752,-72.0662,46.35,81,75,6.91,broken clouds
502,Figeac,FR,44.75,1.9167,48.09,83,84,2.86,broken clouds
503,Cheremukhovo,RU,60.3484,59.9851,27.23,76,60,4.88,broken clouds
504,Victor Harbor,AU,-35.5667,138.6167,64.0,74,4,1.99,clear sky
505,Solnechnyy,RU,50.7214,136.6319,36.25,67,53,7.9,broken clouds
506,Moussoro,TD,13.6408,16.4901,90.79,31,100,8.12,overcast clouds
507,Acapulco,MX,16.8634,-99.8901,84.02,65,0,8.05,clear sky
508,Beli Potok,RS,44.7061,20.5197,54.05,70,3,7.43,clear sky
509,Vernon,CA,50.2581,-119.2691,63.21,41,100,2.3,overcast clouds
510,Vilyuysk,RU,63.7553,121.6247,35.78,98,100,7.61,overcast clouds
511,Linhares,BR,-19.3911,-40.0722,69.64,90,18,2.57,few clouds
512,Pierre,US,44.3683,-100.351,49.86,75,75,24.16,broken clouds
513,Kyren,RU,51.6828,102.1408,53.46,47,65,2.59,broken clouds
514,Alice Springs,AU,-23.7,133.8833,63.95,63,100,9.22,overcast clouds
515,Tucuman,AR,-26.8241,-65.2226,59.0,82,100,2.3,overcast clouds
516,Paamiut,GL,61.994,-49.6678,33.53,96,94,12.77,overcast clouds
517,Elat,IL,29.5581,34.9482,75.04,27,0,4.61,clear sky
518,Mecca,SA,21.4267,39.8261,84.72,53,0,1.14,clear sky
519,Atar,MR,20.5169,-13.0499,79.92,14,62,6.17,broken clouds
520,Myitkyina,MM,25.3833,97.4,70.43,78,99,2.17,overcast clouds
521,Mbalmayo,CM,3.5167,11.5,68.92,99,70,2.59,light rain
522,Kharp,RU,66.8014,65.8081,6.24,90,36,3.56,scattered clouds
523,Shatsk,RU,54.0258,41.7119,31.41,71,4,6.26,clear sky
524,Belaya Gora,RU,68.5333,146.4167,25.77,84,77,4.63,broken clouds
525,Ancud,CL,-41.8697,-73.8203,50.5,89,100,6.04,overcast clouds
526,Matara,LK,5.9485,80.5353,79.36,89,100,9.91,moderate rain
527,Baykit,RU,61.67,96.37,32.14,76,91,4.52,overcast clouds
528,Mykolayivka,UA,47.5414,30.7561,48.74,74,78,4.88,broken clouds
529,Tongren,CN,27.7172,109.1853,55.98,93,100,1.43,overcast clouds
530,Pacific Grove,US,36.6177,-121.9166,71.55,83,75,15.01,broken clouds
531,La Asuncion,VE,11.0333,-63.8628,79.48,81,80,18.12,broken clouds
532,Lethem,GY,3.3803,-59.7968,81.01,63,63,4.45,broken clouds
533,Rafai,CF,4.95,23.9167,68.34,97,100,2.13,overcast clouds
534,Beyneu,KZ,45.3167,55.2,63.95,71,50,8.52,scattered clouds
535,Bongaigaon,IN,26.4782,90.5568,70.79,82,54,5.91,broken clouds
536,Gushi,CN,34.6425,109.5843,57.29,33,100,7.38,overcast clouds
537,Lompoc,US,34.6391,-120.4579,79.57,66,0,21.85,clear sky
538,Ponce,PR,18.073,-66.6185,73.51,92,100,5.77,moderate rain
539,Palmerston,AU,-12.486,130.9833,86.94,66,20,9.22,few clouds
540,Sidney,AU,-33.8679,151.2073,67.32,57,40,8.99,scattered clouds
541,Huarmey,PE,-10.0681,-78.1522,67.23,87,78,9.24,broken clouds
542,Shimanovsk,RU,52.0,127.7,42.26,39,100,10.69,overcast clouds
543,Chernyshevskiy,RU,63.0128,112.4714,25.88,76,62,6.4,broken clouds
544,Razole,IN,16.4833,81.8333,79.0,95,18,4.0,few clouds
545,Rovaniemi,FI,66.5,25.7167,31.41,51,0,6.91,clear sky
546,Ngunguru,NZ,-35.6167,174.5,65.66,69,21,9.26,few clouds
547,Dodge City,US,37.7528,-100.0171,70.23,26,0,18.41,clear sky
548,Coffs Harbour,AU,-30.3,153.1333,71.56,64,40,17.27,scattered clouds
549,Erzin,TR,36.9559,36.2,63.1,89,100,4.29,overcast clouds
550,Killybegs,IE,54.6333,-8.45,50.79,93,100,15.77,overcast clouds
551,Ames,US,42.0347,-93.6199,50.07,91,100,26.46,overcast clouds
552,Babu,CN,24.4167,111.5167,57.47,94,100,8.34,overcast clouds
553,Makakilo City,US,21.3469,-158.0858,82.72,55,40,21.85,scattered clouds
554,Tabuk,PH,17.4189,121.4443,81.55,72,65,5.12,broken clouds
555,Qingyuan,CN,23.7,113.0333,62.58,95,100,7.31,light rain
556,Porto Walter,BR,-8.2686,-72.7439,73.2,94,85,1.81,overcast clouds
557,Nishihara,JP,26.1842,127.7558,70.88,73,75,11.5,broken clouds
558,Jiayuguan,CN,39.8167,98.3,49.87,23,0,0.67,clear sky
559,Northam,GB,51.0333,-4.2167,48.61,91,100,4.29,light rain
560,Pozo Colorado,PY,-23.4923,-58.7972,72.05,79,0,3.13,clear sky
561,Canarana,BR,-11.6847,-41.7689,68.11,80,100,10.83,overcast clouds
562,Atlantic City,US,39.3643,-74.4229,53.78,71,0,11.5,clear sky
563,Pabianice,PL,51.6645,19.3547,48.31,72,0,2.3,clear sky
564,Leh,IN,34.1667,77.5833,41.45,65,83,2.1,broken clouds
565,Gao,ML,16.6362,1.637,85.01,13,7,10.63,clear sky
566,Ilirska Bistrica,SI,45.5697,14.2408,52.47,100,98,4.68,overcast clouds
567,Puerto Quijarro,BO,-17.7833,-57.7667,77.63,50,14,1.21,few clouds
568,Chino Valley,US,34.7575,-112.4538,81.41,8,0,12.66,clear sky
569,Quanzhou,CN,24.9139,118.5858,63.3,86,100,10.27,overcast clouds
570,Korla,CN,41.7597,86.1469,57.88,24,6,5.77,clear sky
571,Mangai,CD,-4.05,19.5333,69.17,96,48,1.1,light rain
572,Lumeje,AO,-11.55,20.7833,58.91,67,6,5.88,clear sky
573,Port Blair,IN,11.6667,92.75,82.31,73,85,3.85,overcast clouds
574,Darhan,MN,49.4867,105.9228,57.87,35,23,5.37,few clouds
575,Sorland,NO,67.667,12.6934,38.14,86,100,20.11,overcast clouds
576,Kaa-Khem,RU,51.6833,94.7333,58.46,31,13,2.77,few clouds
577,Mandalgovi,MN,45.7625,106.2708,53.44,24,99,7.27,overcast clouds
578,Saran,FR,47.9501,1.876,47.82,76,0,8.05,clear sky
579,Ambon,ID,-3.6954,128.1814,83.73,72,89,3.56,overcast clouds
580,Petauke,ZM,-14.2426,31.3253,58.64,81,3,4.5,clear sky
581,Puerto El Triunfo,SV,13.2833,-88.55,85.06,75,100,6.02,overcast clouds
582,Buala,SB,-8.145,159.5921,84.63,68,100,1.7,overcast clouds
583,Santa Maria,BR,-29.6842,-53.8069,60.1,94,75,4.61,light rain
584,Corrales,US,35.2378,-106.6067,79.88,9,0,8.01,clear sky
585,Berlevag,NO,70.8578,29.0864,22.8,69,100,20.47,light snow
586,Grand Forks,US,47.9417,-97.4337,42.53,93,100,19.57,mist
587,Puerto Colombia,CO,10.9878,-74.9547,82.49,84,94,12.46,overcast clouds
588,Soldotna,US,60.4878,-151.0583,48.22,50,20,23.02,few clouds
589,Khorramshahr,IR,30.4397,48.1664,75.16,69,0,4.61,clear sky
590,Nagercoil,IN,8.1667,77.4333,80.96,83,100,12.15,overcast clouds
591,Cayenne,GF,4.9333,-52.3333,82.09,10,0,2.3,clear sky
592,Askino,RU,56.0901,56.5783,37.51,59,88,2.73,overcast clouds
593,Pimentel,PE,-6.8367,-79.9342,66.33,87,77,16.17,broken clouds
594,Abu Zabad,SD,12.35,29.25,81.46,10,7,5.59,clear sky
595,Vao,NC,-22.6667,167.4833,75.02,83,51,24.09,broken clouds
596,Nhulunbuy,AU,-12.2333,136.7667,88.41,62,40,18.41,scattered clouds
597,Cienfuegos,CU,22.1461,-80.4356,77.14,69,24,5.75,few clouds
598,Cervo,ES,43.6702,-7.4101,52.97,87,1,4.05,clear sky
599,Meulaboh,ID,4.1363,96.1285,79.88,85,100,2.71,light rain
600,Luena,AO,-11.7833,19.9167,55.08,70,12,5.08,few clouds
601,Bansdih,IN,25.8833,84.2167,79.79,58,45,15.14,scattered clouds
602,Shache,CN,38.4167,77.2406,56.71,15,12,5.82,few clouds
603,Nyurba,RU,63.2842,118.3319,36.91,71,33,8.21,scattered clouds
604,Sur,OM,22.5667,59.5289,86.25,58,95,5.64,overcast clouds
605,Urengoy,RU,65.9667,78.3667,24.19,92,100,4.05,overcast clouds
606,Medea,DZ,36.2642,2.7539,43.83,76,12,1.59,few clouds
607,Namatanai,PG,-3.6667,152.4333,85.51,65,100,2.24,overcast clouds
608,Perevolotskiy,RU,51.8763,54.1938,42.21,50,56,3.83,broken clouds
609,Sisimiut,GL,66.9395,-53.6735,17.73,70,17,7.11,few clouds
610,Warrington,GB,53.3925,-2.5802,50.11,90,100,8.05,overcast clouds
611,Mananara,MG,-16.1667,49.7667,70.59,92,5,3.02,clear sky
612,Kholodnyy,RU,62.7167,147.95,30.87,95,94,2.53,overcast clouds
613,Kulhudhuffushi,MV,6.6221,73.07,85.1,74,94,13.56,overcast clouds
614,Tahoua,NE,14.8888,5.2692,87.39,13,100,6.6,overcast clouds
615,Lerwick,GB,60.1545,-1.1494,44.6,78,98,13.58,overcast clouds
616,Alizai,PK,33.5383,70.3462,76.84,26,0,3.87,clear sky
617,Badlapur,IN,19.15,73.2667,79.79,75,0,1.88,clear sky
618,Tiarei,PF,-17.5333,-149.3333,86.02,74,18,12.19,few clouds
619,Wahiawa,US,21.5028,-158.0236,80.92,65,75,10.36,broken clouds
620,Jaque,PA,7.5175,-78.1703,80.38,85,100,3.89,light rain
621,Male,MV,4.1748,73.5089,84.15,79,75,18.41,broken clouds
622,Chipata,ZM,-13.6333,32.65,58.03,80,0,4.59,clear sky
623,Patterson,US,37.4716,-121.1297,79.02,41,0,11.25,clear sky
624,Oranjestad,AW,12.524,-70.027,82.35,83,20,24.16,few clouds
625,Bom Jesus Dos Perdoes,BR,-23.135,-46.4653,66.06,96,100,3.13,light rain
626,Siocon,PH,7.7061,122.1353,84.92,68,100,3.51,overcast clouds
627,Portel,BR,-1.9356,-50.8211,74.62,97,100,2.75,moderate rain
628,Khudumelapye,BW,-23.8833,24.75,61.45,57,0,5.19,clear sky
629,Zheleznodorozhnyy,RU,55.7503,38.0042,32.61,62,44,3.69,scattered clouds
630,Barra Patuca,HN,15.8,-84.2833,79.74,74,5,12.75,clear sky
631,Karlskrona,SE,56.1616,15.5866,43.25,78,100,2.98,overcast clouds
632,Lyngseidet,NO,69.5763,20.2189,28.4,90,99,5.75,overcast clouds
633,Ankazoabo,MG,-22.2833,44.5167,60.04,89,0,4.72,clear sky
634,Shitanjing,CN,39.2342,106.3439,52.79,15,0,16.42,clear sky
635,Boguchany,RU,58.3814,97.4531,47.03,93,100,7.07,light rain
636,Kampot,KH,10.6167,104.1833,80.65,75,98,2.59,overcast clouds
637,Tahta,EG,26.7693,31.5021,74.84,24,75,7.07,broken clouds
638,Tual,ID,-5.6667,132.75,84.38,70,90,14.18,overcast clouds
639,Perambalur,IN,11.2333,78.8833,84.04,68,74,7.85,broken clouds
640,Rio De Janeiro,BR,-22.9028,-43.2075,75.0,94,75,5.75,broken clouds
641,Soyo,AO,-6.1349,12.3689,77.72,88,100,6.38,overcast clouds
642,Suicheng,CN,33.8963,117.9331,62.38,39,59,7.07,broken clouds
643,Maxixe,MZ,-23.8597,35.3472,65.53,91,0,5.39,clear sky
644,Gagnoa,CI,6.1293,-5.9437,73.11,98,100,2.19,overcast clouds
645,San Ramon,US,37.7799,-121.978,69.94,61,40,18.41,scattered clouds
646,Katangli,RU,51.7102,143.2326,32.7,99,100,2.64,overcast clouds
647,Veraval,IN,20.9,70.3667,81.23,89,5,7.52,clear sky
648,Byron Bay,AU,-28.65,153.6167,64.29,86,100,11.07,moderate rain
649,Port Hedland,AU,-20.3167,118.5667,77.05,57,75,8.05,broken clouds
650,Murgab,TM,37.4966,61.9714,69.67,49,75,13.8,broken clouds
651,Russell,US,32.3502,-85.1999,72.63,83,20,0.0,few clouds
652,Pokhara,NP,28.2333,83.9833,70.75,60,94,1.16,overcast clouds
653,Niquero,CU,20.0431,-77.5828,77.76,75,4,4.56,clear sky
654,Wrzesnia,PL,52.3251,17.5652,47.55,63,54,3.58,broken clouds
655,Drawsko Pomorskie,PL,53.5306,15.8097,43.07,76,49,3.58,scattered clouds
656,Abu Samrah,SY,35.3029,37.1841,61.99,81,99,7.76,overcast clouds
657,Chimoio,MZ,-19.1164,33.4833,60.66,88,0,2.64,clear sky
658,Kupino,RU,54.3663,77.2981,47.34,69,100,17.16,overcast clouds
659,Usinsk,RU,65.9939,57.5281,16.41,96,38,7.58,scattered clouds
660,Caluquembe,AO,-13.7833,14.6833,61.03,60,100,1.01,overcast clouds
661,Chimore,BO,-16.9833,-65.1333,70.07,94,3,2.59,clear sky
662,Auki,SB,-8.7676,160.7034,84.6,71,100,2.15,overcast clouds
663,Charters Towers,AU,-20.1,146.2667,80.53,45,5,15.28,clear sky
664,Walvis Bay,NA,-22.9575,14.5053,56.08,87,0,5.75,clear sky
665,Keetmanshoop,NA,-26.5833,18.1333,56.28,23,0,9.78,clear sky
666,Uvat,RU,59.1433,68.8953,32.76,61,1,4.47,clear sky
667,Dafeng,CN,23.4517,108.5881,58.5,91,100,11.23,overcast clouds
668,Beloha,MG,-25.1667,45.05,65.52,90,0,7.16,clear sky
